A,B,C,D,AB,AC,BC,AD,BD,CD,ABC,ABD,ACD,BCD,topology
15360.948281794852,15360.948281794852,11703.319028891276,11703.319028891276,3030.9549777597063,0.0,0.0,0.0,0.0,6688.584230663282,0.0,0.0,0.0,0.0,"((A,B),(C,D))"
11543.311827301912,20967.417373425647,11543.311827301912,20967.417373425647,0.0,14815.462283528504,0.0,0.0,5391.356737404767,0.0,0.0,0.0,0.0,0.0,"((A,C),(B,D))"
11097.831924649869,21265.544557657475,11097.831924649869,13843.618283932869,0.0,2745.786359282999,0.0,0.0,0.0,0.0,0.0,0.0,7421.926273724607,0.0,"(((A,C),D),B)"
21713.622861693686,14868.599829730483,16078.789385655075,14868.599829730483,0.0,0.0,0.0,0.0,1210.1895559245906,0.0,0.0,0.0,0.0,5634.833476038611,"(((B,D),C),A)"
16657.88123971758,10927.406833639054,10927.406833639054,14559.285633505922,0.0,0.0,3631.8787998668677,0.0,0.0,0.0,0.0,0.0,0.0,2098.595606211655,"(((B,C),D),A)"
12144.040650947652,16695.80889142202,12144.040650947652,12447.350644502156,0.0,303.3099935545033,0.0,0.0,0.0,0.0,0.0,0.0,4248.458246919863,0.0,"(((A,C),D),B)"
12649.72113419824,19364.855600467636,11564.483130753762,11564.483130753762,0.0,0.0,0.0,0.0,0.0,1085.2380034444777,0.0,0.0,6715.134466269395,0.0,"(((C,D),A),B)"
12884.72170809391,13751.664048314678,12884.72170809391,17256.96338408761,0.0,866.9423402207683,0.0,0.0,0.0,0.0,3505.2993357729288,0.0,0.0,0.0,"(((A,C),B),D)"
11636.286083242874,10706.166167391772,10706.166167391772,11636.286083242874,0.0,0.0,22379.453983248448,21449.334067397347,0.0,0.0,0.0,0.0,0.0,0.0,"((A,D),(B,C))"
11419.271297432355,18423.72180314304,11419.271297432355,15056.144521183693,0.0,3636.8732237513377,0.0,0.0,0.0,0.0,0.0,0.0,3367.5772819593453,0.0,"(((A,C),D),B)"
11570.306592322902,11570.306592322902,15935.628137926338,31299.38104699344,4365.321545603435,0.0,0.0,0.0,0.0,0.0,15363.752909067101,0.0,0.0,0.0,"(((A,B),C),D)"
10269.500266290264,17156.030402862034,10269.500266290264,17156.030402862034,0.0,15419.914713714254,0.0,0.0,8533.384577142486,0.0,0.0,0.0,0.0,0.0,"((A,C),(B,D))"
10974.122119203956,16662.128032737957,10974.122119203956,19578.49304716797,0.0,5688.005913534001,0.0,0.0,0.0,0.0,2916.36501443001,0.0,0.0,0.0,"(((A,C),B),D)"
11282.29772247137,11282.29772247137,20160.98620283181,48392.72089530296,8878.68848036044,0.0,0.0,0.0,0.0,0.0,28231.734692471156,0.0,0.0,0.0,"(((A,B),C),D)"
12473.537215338867,15109.874112716096,12473.537215338867,13888.019680360805,0.0,1414.4824650219387,0.0,0.0,0.0,0.0,0.0,0.0,1221.85443235529,0.0,"(((A,C),D),B)"
10929.437823769453,10144.939872447078,10144.939872447078,26170.17563921646,0.0,0.0,784.497951322376,0.0,0.0,0.0,15240.737815447006,0.0,0.0,0.0,"(((B,C),A),D)"
14286.136741965083,14906.006700405602,14906.006700405602,14286.136741965083,0.0,0.0,2836.960520750914,3456.8304791914334,0.0,0.0,0.0,0.0,0.0,0.0,"((A,D),(B,C))"
10862.527339038897,10862.527339038897,12385.403962467788,59220.59909933542,1522.8766234288898,0.0,0.0,0.0,0.0,0.0,46835.19513686763,0.0,0.0,0.0,"(((A,B),C),D)"
21276.936481361,12544.301150688621,12544.301150688621,21276.936481361,0.0,0.0,13115.560877529215,4382.925546856835,0.0,0.0,0.0,0.0,0.0,0.0,"((A,D),(B,C))"
12982.606651179807,13966.681323232648,12982.606651179807,19481.96468935711,0.0,984.0746720528405,0.0,0.0,0.0,0.0,5515.283366124465,0.0,0.0,0.0,"(((A,C),B),D)"
14618.673340017394,16464.330169160326,19817.034055827447,14618.673340017394,0.0,0.0,0.0,1845.6568291429312,0.0,0.0,0.0,3352.7038866671223,0.0,0.0,"(((A,D),B),C)"
14729.173777926077,14729.173777926077,13616.147041199118,13616.147041199118,7008.857091410082,0.0,0.0,0.0,0.0,8121.883828137041,0.0,0.0,0.0,0.0,"((A,B),(C,D))"
16736.07515546534,11409.317490823616,11409.317490823616,16736.07515546534,0.0,0.0,8244.780757054443,2918.0230924127186,0.0,0.0,0.0,0.0,0.0,0.0,"((A,D),(B,C))"
12895.4660314643,12895.4660314643,15753.667838996187,27487.051942299455,2858.201807531886,0.0,0.0,0.0,0.0,0.0,11733.384103303266,0.0,0.0,0.0,"(((A,B),C),D)"
10174.67040420662,10174.67040420662,12557.245564635525,13264.382744056486,2382.5751604289044,0.0,0.0,0.0,0.0,0.0,707.1371794209616,0.0,0.0,0.0,"(((A,B),C),D)"
11585.60059955608,11585.60059955608,11905.065385514608,11905.065385514608,6432.587250534561,0.0,0.0,0.0,0.0,6113.122464576033,0.0,0.0,0.0,0.0,"((A,B),(C,D))"
11022.306887894723,11022.306887894723,46302.29436998978,12693.476204632714,1671.1693167379913,0.0,0.0,0.0,0.0,0.0,0.0,33608.818165357065,0.0,0.0,"(((A,B),D),C)"
42952.18646044981,14496.375239632489,15616.90749423828,14496.375239632489,0.0,0.0,0.0,0.0,1120.532254605791,0.0,0.0,0.0,0.0,27335.27896621153,"(((B,D),C),A)"
37273.2602149496,14948.202441378293,11708.568266538548,11708.568266538548,0.0,0.0,0.0,0.0,0.0,3239.6341748397444,0.0,0.0,0.0,22325.05777357131,"(((C,D),B),A)"
16188.877788522337,15048.289570397368,12200.07407441673,12200.07407441673,0.0,0.0,0.0,0.0,0.0,2848.2154959806376,0.0,0.0,0.0,1140.5882181249683,"(((C,D),B),A)"
33670.664846996006,15820.844231282179,14234.735071599278,14234.735071599278,0.0,0.0,0.0,0.0,0.0,1586.1091596829003,0.0,0.0,0.0,17849.82061571383,"(((C,D),B),A)"
19982.307990068497,20228.114287820437,19982.307990068497,21921.0398136524,0.0,245.80629775193893,0.0,0.0,0.0,0.0,1692.925525831965,0.0,0.0,0.0,"(((A,C),B),D)"
12086.807434215834,16791.885961747506,12086.807434215834,16776.317866907855,0.0,4689.510432692022,0.0,0.0,0.0,0.0,0.0,0.0,15.568094839649579,0.0,"(((A,C),D),B)"
10549.503539915555,12508.921497564057,10549.503539915555,12508.921497564057,0.0,2106.2197081344466,0.0,0.0,146.80175048594361,0.0,0.0,0.0,0.0,0.0,"((A,C),(B,D))"
12218.220241635716,10200.343785467487,10200.343785467487,12218.220241635716,0.0,0.0,2310.1078326884685,292.23137652023956,0.0,0.0,0.0,0.0,0.0,0.0,"((A,D),(B,C))"
11601.242748510766,20229.37525833527,29071.072721443998,11601.242748510766,0.0,0.0,0.0,8628.132509824503,0.0,0.0,0.0,8841.697463108727,0.0,0.0,"(((A,D),B),C)"
11863.910763827835,12020.126223720703,11863.910763827835,14752.652309589377,0.0,156.2154598928689,0.0,0.0,0.0,0.0,2732.5260858686747,0.0,0.0,0.0,"(((A,C),B),D)"
