Locus,nA,nB,a1,Ea1,Va1,dev,pval_exact,pval_normal,elapsed_seconds,timestamp,status,error
1,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.687,2025-09-24T16:34:18,OK,
2,50,50,28,25.252525252525253,12.62757745107011,0.7731676757947102,0.8566462183840093,0.7802884232546112,3.742,2025-09-24T16:34:22,OK,
3,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.758,2025-09-24T16:34:25,OK,
4,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.734,2025-09-24T16:34:29,OK,
5,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.784,2025-09-24T16:34:33,OK,
6,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.843,2025-09-24T16:34:37,OK,
7,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.834,2025-09-24T16:34:40,OK,
8,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.785,2025-09-24T16:34:44,OK,
9,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.82,2025-09-24T16:34:48,OK,
10,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.802,2025-09-24T16:34:52,OK,
11,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.785,2025-09-24T16:34:56,OK,
12,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.745,2025-09-24T16:34:59,OK,
13,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.806,2025-09-24T16:35:03,OK,
14,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.831,2025-09-24T16:35:07,OK,
15,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.784,2025-09-24T16:35:11,OK,
16,50,50,30,25.252525252525253,12.62757745107011,1.335988263321742,0.9493152643472212,0.90922344523811,3.747,2025-09-24T16:35:15,OK,
17,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.749,2025-09-24T16:35:18,OK,
18,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.89,2025-09-24T16:35:22,OK,
19,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.766,2025-09-24T16:35:26,OK,
20,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.789,2025-09-24T16:35:30,OK,
21,50,50,28,25.252525252525253,12.62757745107011,0.7731676757947102,0.8566462183840093,0.7802884232546112,3.827,2025-09-24T16:35:34,OK,
22,50,50,32,25.252525252525253,12.62757745107011,1.8988088508487737,0.986681815138839,0.9712051934704823,3.744,2025-09-24T16:35:37,OK,
23,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.764,2025-09-24T16:35:41,OK,
24,50,50,28,25.252525252525253,12.62757745107011,0.7731676757947102,0.8566462183840093,0.7802884232546112,3.734,2025-09-24T16:35:45,OK,
25,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.735,2025-09-24T16:35:49,OK,
26,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.752,2025-09-24T16:35:52,OK,
27,50,50,28,25.252525252525253,12.62757745107011,0.7731676757947102,0.8566462183840093,0.7802884232546112,3.778,2025-09-24T16:35:56,OK,
28,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.724,2025-09-24T16:36:00,OK,
29,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.764,2025-09-24T16:36:04,OK,
30,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.733,2025-09-24T16:36:07,OK,
31,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.853,2025-09-24T16:36:11,OK,
32,50,50,30,25.252525252525253,12.62757745107011,1.335988263321742,0.9493152643472212,0.90922344523811,3.747,2025-09-24T16:36:15,OK,
33,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.749,2025-09-24T16:36:19,OK,
34,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.74,2025-09-24T16:36:22,OK,
35,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.804,2025-09-24T16:36:26,OK,
36,50,50,30,25.252525252525253,12.62757745107011,1.335988263321742,0.9493152643472212,0.90922344523811,3.849,2025-09-24T16:36:30,OK,
37,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.799,2025-09-24T16:36:34,OK,
38,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.758,2025-09-24T16:36:38,OK,
39,50,50,30,25.252525252525253,12.62757745107011,1.335988263321742,0.9493152643472212,0.90922344523811,3.861,2025-09-24T16:36:41,OK,
40,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.801,2025-09-24T16:36:45,OK,
41,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.828,2025-09-24T16:36:49,OK,
42,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.799,2025-09-24T16:36:53,OK,
43,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.813,2025-09-24T16:36:57,OK,
44,50,50,30,25.252525252525253,12.62757745107011,1.335988263321742,0.9493152643472212,0.90922344523811,3.881,2025-09-24T16:37:01,OK,
45,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.858,2025-09-24T16:37:04,OK,
46,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.854,2025-09-24T16:37:08,OK,
47,50,50,30,25.252525252525253,12.62757745107011,1.335988263321742,0.9493152643472212,0.90922344523811,3.817,2025-09-24T16:37:12,OK,
48,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.846,2025-09-24T16:37:16,OK,
49,50,50,28,25.252525252525253,12.62757745107011,0.7731676757947102,0.8566462183840093,0.7802884232546112,3.836,2025-09-24T16:37:20,OK,
50,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.81,2025-09-24T16:37:24,OK,
51,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.836,2025-09-24T16:37:27,OK,
52,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.872,2025-09-24T16:37:31,OK,
53,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.916,2025-09-24T16:37:35,OK,
54,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.841,2025-09-24T16:37:39,OK,
55,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.978,2025-09-24T16:37:43,OK,
56,50,50,30,25.252525252525253,12.62757745107011,1.335988263321742,0.9493152643472212,0.90922344523811,3.791,2025-09-24T16:37:47,OK,
57,50,50,30,25.252525252525253,12.62757745107011,1.335988263321742,0.9493152643472212,0.90922344523811,3.744,2025-09-24T16:37:51,OK,
58,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.765,2025-09-24T16:37:54,OK,
59,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.914,2025-09-24T16:37:58,OK,
60,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.806,2025-09-24T16:38:02,OK,
61,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.857,2025-09-24T16:38:06,OK,
62,50,50,30,25.252525252525253,12.62757745107011,1.335988263321742,0.9493152643472212,0.90922344523811,3.786,2025-09-24T16:38:10,OK,
63,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.71,2025-09-24T16:38:14,OK,
64,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.753,2025-09-24T16:38:17,OK,
65,50,50,28,25.252525252525253,12.62757745107011,0.7731676757947102,0.8566462183840093,0.7802884232546112,3.72,2025-09-24T16:38:21,OK,
66,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.779,2025-09-24T16:38:25,OK,
67,50,50,30,25.252525252525253,12.62757745107011,1.335988263321742,0.9493152643472212,0.90922344523811,3.755,2025-09-24T16:38:29,OK,
68,50,50,28,25.252525252525253,12.62757745107011,0.7731676757947102,0.8566462183840093,0.7802884232546112,3.743,2025-09-24T16:38:32,OK,
69,50,50,28,25.252525252525253,12.62757745107011,0.7731676757947102,0.8566462183840093,0.7802884232546112,3.751,2025-09-24T16:38:36,OK,
70,50,50,28,25.252525252525253,12.62757745107011,0.7731676757947102,0.8566462183840093,0.7802884232546112,3.747,2025-09-24T16:38:40,OK,
71,50,50,32,25.252525252525253,12.62757745107011,1.8988088508487737,0.986681815138839,0.9712051934704823,3.729,2025-09-24T16:38:44,OK,
72,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.755,2025-09-24T16:38:47,OK,
73,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.871,2025-09-24T16:38:51,OK,
74,50,50,30,25.252525252525253,12.62757745107011,1.335988263321742,0.9493152643472212,0.90922344523811,3.796,2025-09-24T16:38:55,OK,
75,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.741,2025-09-24T16:38:59,OK,
76,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.771,2025-09-24T16:39:02,OK,
77,50,50,34,25.252525252525253,12.62757745107011,2.4616294383758053,0.9974721560091457,0.9930846259294784,3.755,2025-09-24T16:39:06,OK,
78,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.724,2025-09-24T16:39:10,OK,
79,50,50,28,25.252525252525253,12.62757745107011,0.7731676757947102,0.8566462183840093,0.7802884232546112,3.823,2025-09-24T16:39:14,OK,
80,50,50,28,25.252525252525253,12.62757745107011,0.7731676757947102,0.8566462183840093,0.7802884232546112,3.811,2025-09-24T16:39:17,OK,
81,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.748,2025-09-24T16:39:21,OK,
82,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.77,2025-09-24T16:39:25,OK,
83,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.741,2025-09-24T16:39:29,OK,
84,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.834,2025-09-24T16:39:33,OK,
85,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.83,2025-09-24T16:39:36,OK,
86,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.779,2025-09-24T16:39:40,OK,
87,50,50,30,25.252525252525253,12.62757745107011,1.335988263321742,0.9493152643472212,0.90922344523811,3.731,2025-09-24T16:39:44,OK,
88,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.737,2025-09-24T16:39:48,OK,
89,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.768,2025-09-24T16:39:51,OK,
90,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.728,2025-09-24T16:39:55,OK,
91,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.784,2025-09-24T16:39:59,OK,
92,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.751,2025-09-24T16:40:03,OK,
93,50,50,28,25.252525252525253,12.62757745107011,0.7731676757947102,0.8566462183840093,0.7802884232546112,3.746,2025-09-24T16:40:06,OK,
94,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.724,2025-09-24T16:40:10,OK,
95,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.804,2025-09-24T16:40:14,OK,
96,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.807,2025-09-24T16:40:18,OK,
97,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.714,2025-09-24T16:40:22,OK,
