Locus,nA,nB,a1,Ea1,Va1,dev,pval_exact,pval_normal,elapsed_seconds,timestamp,status,error
42,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.788,2025-09-17T16:47:58,OK,
43,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.815,2025-09-17T16:48:02,OK,
44,50,50,8,25.252525252525253,12.62757745107011,-4.855038199475607,7.547628687592056e-07,6.018176944841915e-07,3.92,2025-09-17T16:48:05,OK,
45,50,50,6,25.252525252525253,12.62757745107011,-5.417858787002639,2.1512008198203788e-08,3.0158512303186625e-08,3.835,2025-09-17T16:48:09,OK,
46,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.843,2025-09-17T16:48:13,OK,
47,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.898,2025-09-17T16:48:17,OK,
48,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.906,2025-09-17T16:48:21,OK,
49,50,50,8,25.252525252525253,12.62757745107011,-4.855038199475607,7.547628687592056e-07,6.018176944841915e-07,3.873,2025-09-17T16:48:25,OK,
50,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.873,2025-09-17T16:48:29,OK,
51,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.868,2025-09-17T16:48:33,OK,
52,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.831,2025-09-17T16:48:36,OK,
53,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.901,2025-09-17T16:48:40,OK,
54,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.809,2025-09-17T16:48:44,OK,
55,50,50,8,25.252525252525253,12.62757745107011,-4.855038199475607,7.547628687592056e-07,6.018176944841915e-07,3.822,2025-09-17T16:48:48,OK,
56,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.871,2025-09-17T16:48:52,OK,
57,50,50,8,25.252525252525253,12.62757745107011,-4.855038199475607,7.547628687592056e-07,6.018176944841915e-07,3.84,2025-09-17T16:48:56,OK,
58,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.84,2025-09-17T16:48:59,OK,
59,50,50,8,25.252525252525253,12.62757745107011,-4.855038199475607,7.547628687592056e-07,6.018176944841915e-07,3.805,2025-09-17T16:49:03,OK,
60,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.808,2025-09-17T16:49:07,OK,
61,50,50,8,25.252525252525253,12.62757745107011,-4.855038199475607,7.547628687592056e-07,6.018176944841915e-07,3.879,2025-09-17T16:49:11,OK,
62,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.858,2025-09-17T16:49:15,OK,
63,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.771,2025-09-17T16:49:19,OK,
64,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.779,2025-09-17T16:49:22,OK,
65,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.87,2025-09-17T16:49:26,OK,
66,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.899,2025-09-17T16:49:30,OK,
67,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.823,2025-09-17T16:49:34,OK,
68,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.78,2025-09-17T16:49:38,OK,
69,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.835,2025-09-17T16:49:42,OK,
70,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.834,2025-09-17T16:49:45,OK,
71,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.794,2025-09-17T16:49:49,OK,
72,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.845,2025-09-17T16:49:53,OK,
73,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.8,2025-09-17T16:49:57,OK,
74,50,50,4,25.252525252525253,12.62757745107011,-5.980679374529671,3.022725621417535e-10,1.1110443902300278e-09,3.875,2025-09-17T16:50:01,OK,
75,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.837,2025-09-17T16:50:05,OK,
76,50,50,8,25.252525252525253,12.62757745107011,-4.855038199475607,7.547628687592056e-07,6.018176944841915e-07,3.855,2025-09-17T16:50:08,OK,
77,50,50,26,25.252525252525253,12.62757745107011,0.2103470882676785,0.6900716936154259,0.5833016069207873,3.79,2025-09-17T16:50:12,OK,
78,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.808,2025-09-17T16:50:16,OK,
79,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.886,2025-09-17T16:50:20,OK,
80,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.826,2025-09-17T16:50:24,OK,
81,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.842,2025-09-17T16:50:28,OK,
82,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.811,2025-09-17T16:50:31,OK,
83,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.819,2025-09-17T16:50:35,OK,
84,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.946,2025-09-17T16:50:39,OK,
85,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.881,2025-09-17T16:50:43,OK,
86,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.889,2025-09-17T16:50:47,OK,
87,50,50,8,25.252525252525253,12.62757745107011,-4.855038199475607,7.547628687592056e-07,6.018176944841915e-07,3.897,2025-09-17T16:50:51,OK,
88,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.901,2025-09-17T16:50:55,OK,
89,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.832,2025-09-17T16:50:59,OK,
90,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.891,2025-09-17T16:51:02,OK,
91,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.917,2025-09-17T16:51:06,OK,
92,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.842,2025-09-17T16:51:10,OK,
93,50,50,6,25.252525252525253,12.62757745107011,-5.417858787002639,2.1512008198203788e-08,3.0158512303186625e-08,3.779,2025-09-17T16:51:14,OK,
94,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.81,2025-09-17T16:51:18,OK,
95,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.86,2025-09-17T16:51:22,OK,
96,50,50,8,25.252525252525253,12.62757745107011,-4.855038199475607,7.547628687592056e-07,6.018176944841915e-07,3.832,2025-09-17T16:51:25,OK,
97,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.791,2025-09-17T16:51:29,OK,
98,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.813,2025-09-17T16:51:33,OK,
99,50,50,6,25.252525252525253,12.62757745107011,-5.417858787002639,2.1512008198203788e-08,3.0158512303186625e-08,3.826,2025-09-17T16:51:37,OK,
100,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.841,2025-09-17T16:51:41,OK,
101,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.798,2025-09-17T16:51:45,OK,
102,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.764,2025-09-17T16:51:48,OK,
103,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.829,2025-09-17T16:51:52,OK,
104,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.855,2025-09-17T16:51:56,OK,
105,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.813,2025-09-17T16:52:00,OK,
106,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.753,2025-09-17T16:52:04,OK,
107,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.824,2025-09-17T16:52:07,OK,
108,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.811,2025-09-17T16:52:11,OK,
109,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.818,2025-09-17T16:52:15,OK,
110,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.797,2025-09-17T16:52:19,OK,
111,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.817,2025-09-17T16:52:23,OK,
112,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.817,2025-09-17T16:52:26,OK,
113,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.821,2025-09-17T16:52:30,OK,
114,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.756,2025-09-17T16:52:34,OK,
115,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.866,2025-09-17T16:52:38,OK,
116,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.808,2025-09-17T16:52:42,OK,
117,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.886,2025-09-17T16:52:46,OK,
118,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.82,2025-09-17T16:52:49,OK,
119,50,50,2,25.252525252525253,12.62757745107011,-6.5434999620567025,1.5674255246168247e-12,3.004775001123545e-11,3.82,2025-09-17T16:52:53,OK,
120,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.863,2025-09-17T16:52:57,OK,
121,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,4.018,2025-09-17T16:53:01,OK,
122,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.865,2025-09-17T16:53:05,OK,
123,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.858,2025-09-17T16:53:09,OK,
124,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.87,2025-09-17T16:53:13,OK,
125,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.954,2025-09-17T16:53:17,OK,
126,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.824,2025-09-17T16:53:20,OK,
127,50,50,8,25.252525252525253,12.62757745107011,-4.855038199475607,7.547628687592056e-07,6.018176944841915e-07,3.927,2025-09-17T16:53:24,OK,
128,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.878,2025-09-17T16:53:28,OK,
129,50,50,6,25.252525252525253,12.62757745107011,-5.417858787002639,2.1512008198203788e-08,3.0158512303186625e-08,3.835,2025-09-17T16:53:32,OK,
130,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.806,2025-09-17T16:53:36,OK,
131,50,50,0,25.252525252525253,12.62757745107011,-7.106320549583734,1.2529380692380692e-15,5.958871962462925e-13,3.811,2025-09-17T16:53:40,OK,
132,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.827,2025-09-17T16:53:44,OK,
133,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.837,2025-09-17T16:53:47,OK,
134,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.806,2025-09-17T16:53:51,OK,
135,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.813,2025-09-17T16:53:55,OK,
136,50,50,0,25.252525252525253,12.62757745107011,-7.106320549583734,1.2529380692380692e-15,5.958871962462925e-13,3.853,2025-09-17T16:53:59,OK,
137,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.797,2025-09-17T16:54:03,OK,
138,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.798,2025-09-17T16:54:07,OK,
139,50,50,10,25.252525252525253,12.62757745107011,-4.292217611948575,1.512647973575484e-05,8.844872564048202e-06,3.832,2025-09-17T16:54:10,OK,
140,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.853,2025-09-17T16:54:14,OK,
141,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.809,2025-09-17T16:54:18,OK,
142,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.819,2025-09-17T16:54:22,OK,
143,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.768,2025-09-17T16:54:26,OK,
144,50,50,6,25.252525252525253,12.62757745107011,-5.417858787002639,2.1512008198203788e-08,3.0158512303186625e-08,3.801,2025-09-17T16:54:29,OK,
145,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.882,2025-09-17T16:54:33,OK,
146,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.774,2025-09-17T16:54:37,OK,
147,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.858,2025-09-17T16:54:41,OK,
148,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.845,2025-09-17T16:54:45,OK,
149,50,50,10,25.252525252525253,12.62757745107011,-4.292217611948575,1.512647973575484e-05,8.844872564048202e-06,3.807,2025-09-17T16:54:49,OK,
150,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.821,2025-09-17T16:54:52,OK,
151,50,50,10,25.252525252525253,12.62757745107011,-4.292217611948575,1.512647973575484e-05,8.844872564048202e-06,3.851,2025-09-17T16:54:56,OK,
152,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.801,2025-09-17T16:55:00,OK,
153,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.854,2025-09-17T16:55:04,OK,
154,50,50,10,25.252525252525253,12.62757745107011,-4.292217611948575,1.512647973575484e-05,8.844872564048202e-06,3.873,2025-09-17T16:55:08,OK,
155,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.82,2025-09-17T16:55:12,OK,
156,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.859,2025-09-17T16:55:15,OK,
157,50,50,8,25.252525252525253,12.62757745107011,-4.855038199475607,7.547628687592056e-07,6.018176944841915e-07,3.836,2025-09-17T16:55:19,OK,
158,50,50,10,25.252525252525253,12.62757745107011,-4.292217611948575,1.512647973575484e-05,8.844872564048202e-06,3.884,2025-09-17T16:55:23,OK,
159,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.847,2025-09-17T16:55:27,OK,
160,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.819,2025-09-17T16:55:31,OK,
161,50,50,2,25.252525252525253,12.62757745107011,-6.5434999620567025,1.5674255246168247e-12,3.004775001123545e-11,3.912,2025-09-17T16:55:35,OK,
162,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.852,2025-09-17T16:55:39,OK,
163,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.843,2025-09-17T16:55:42,OK,
164,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.841,2025-09-17T16:55:46,OK,
165,50,50,10,25.252525252525253,12.62757745107011,-4.292217611948575,1.512647973575484e-05,8.844872564048202e-06,3.861,2025-09-17T16:55:50,OK,
166,50,50,10,25.252525252525253,12.62757745107011,-4.292217611948575,1.512647973575484e-05,8.844872564048202e-06,3.894,2025-09-17T16:55:54,OK,
167,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.876,2025-09-17T16:55:58,OK,
168,50,50,10,25.252525252525253,12.62757745107011,-4.292217611948575,1.512647973575484e-05,8.844872564048202e-06,3.851,2025-09-17T16:56:02,OK,
169,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.845,2025-09-17T16:56:06,OK,
170,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.861,2025-09-17T16:56:09,OK,
171,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.849,2025-09-17T16:56:13,OK,
172,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.833,2025-09-17T16:56:17,OK,
173,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.796,2025-09-17T16:56:21,OK,
174,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.844,2025-09-17T16:56:25,OK,
175,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.876,2025-09-17T16:56:29,OK,
176,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.864,2025-09-17T16:56:32,OK,
177,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.821,2025-09-17T16:56:36,OK,
178,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.796,2025-09-17T16:56:40,OK,
179,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.89,2025-09-17T16:56:44,OK,
180,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.815,2025-09-17T16:56:48,OK,
181,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.821,2025-09-17T16:56:52,OK,
182,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.822,2025-09-17T16:56:55,OK,
183,50,50,10,25.252525252525253,12.62757745107011,-4.292217611948575,1.512647973575484e-05,8.844872564048202e-06,3.835,2025-09-17T16:56:59,OK,
184,50,50,10,25.252525252525253,12.62757745107011,-4.292217611948575,1.512647973575484e-05,8.844872564048202e-06,3.87,2025-09-17T16:57:03,OK,
185,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.795,2025-09-17T16:57:07,OK,
186,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.804,2025-09-17T16:57:11,OK,
187,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.842,2025-09-17T16:57:15,OK,
188,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.791,2025-09-17T16:57:18,OK,
189,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.85,2025-09-17T16:57:22,OK,
190,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.826,2025-09-17T16:57:26,OK,
191,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.874,2025-09-17T16:57:30,OK,
192,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.824,2025-09-17T16:57:34,OK,
193,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.823,2025-09-17T16:57:38,OK,
194,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.829,2025-09-17T16:57:41,OK,
195,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.881,2025-09-17T16:57:45,OK,
196,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.934,2025-09-17T16:57:49,OK,
197,50,50,10,25.252525252525253,12.62757745107011,-4.292217611948575,1.512647973575484e-05,8.844872564048202e-06,3.868,2025-09-17T16:57:53,OK,
198,50,50,8,25.252525252525253,12.62757745107011,-4.855038199475607,7.547628687592056e-07,6.018176944841915e-07,3.868,2025-09-17T16:57:57,OK,
199,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.913,2025-09-17T16:58:01,OK,
200,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.953,2025-09-17T16:58:05,OK,
201,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.855,2025-09-17T16:58:09,OK,
202,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.83,2025-09-17T16:58:13,OK,
203,50,50,2,25.252525252525253,12.62757745107011,-6.5434999620567025,1.5674255246168247e-12,3.004775001123545e-11,3.877,2025-09-17T16:58:16,OK,
204,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.832,2025-09-17T16:58:20,OK,
205,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.852,2025-09-17T16:58:24,OK,
206,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.873,2025-09-17T16:58:28,OK,
207,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.732,2025-09-17T16:58:32,OK,
208,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.826,2025-09-17T16:58:36,OK,
209,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.825,2025-09-17T16:58:39,OK,
210,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.838,2025-09-17T16:58:43,OK,
211,50,50,8,25.252525252525253,12.62757745107011,-4.855038199475607,7.547628687592056e-07,6.018176944841915e-07,3.791,2025-09-17T16:58:47,OK,
212,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.823,2025-09-17T16:58:51,OK,
213,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.819,2025-09-17T16:58:55,OK,
214,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.825,2025-09-17T16:58:58,OK,
215,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.78,2025-09-17T16:59:02,OK,
216,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.82,2025-09-17T16:59:06,OK,
217,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.837,2025-09-17T16:59:10,OK,
218,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.861,2025-09-17T16:59:14,OK,
219,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.787,2025-09-17T16:59:18,OK,
220,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.852,2025-09-17T16:59:21,OK,
221,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.843,2025-09-17T16:59:25,OK,
222,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.803,2025-09-17T16:59:29,OK,
223,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.862,2025-09-17T16:59:33,OK,
224,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.792,2025-09-17T16:59:37,OK,
225,50,50,8,25.252525252525253,12.62757745107011,-4.855038199475607,7.547628687592056e-07,6.018176944841915e-07,3.821,2025-09-17T16:59:41,OK,
226,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.828,2025-09-17T16:59:44,OK,
227,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.833,2025-09-17T16:59:48,OK,
228,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.789,2025-09-17T16:59:52,OK,
