Locus,nA,nB,a1,Ea1,Va1,dev,pval_exact,pval_normal,elapsed_seconds,timestamp,status,error
229,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.818,2025-09-17T16:59:56,OK,
230,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.838,2025-09-17T17:00:00,OK,
231,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.842,2025-09-17T17:00:03,OK,
232,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.811,2025-09-17T17:00:07,OK,
233,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.818,2025-09-17T17:00:11,OK,
234,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.974,2025-09-17T17:00:15,OK,
235,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.814,2025-09-17T17:00:19,OK,
236,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.865,2025-09-17T17:00:23,OK,
237,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.88,2025-09-17T17:00:27,OK,
238,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.859,2025-09-17T17:00:30,OK,
239,50,50,10,25.252525252525253,12.62757745107011,-4.292217611948575,1.512647973575484e-05,8.844872564048202e-06,3.874,2025-09-17T17:00:34,OK,
240,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.768,2025-09-17T17:00:38,OK,
241,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.851,2025-09-17T17:00:42,OK,
242,50,50,4,25.252525252525253,12.62757745107011,-5.980679374529671,3.022725621417535e-10,1.1110443902300278e-09,3.849,2025-09-17T17:00:46,OK,
243,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.893,2025-09-17T17:00:50,OK,
244,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.838,2025-09-17T17:00:54,OK,
245,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.811,2025-09-17T17:00:57,OK,
246,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.84,2025-09-17T17:01:01,OK,
247,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.833,2025-09-17T17:01:05,OK,
248,50,50,10,25.252525252525253,12.62757745107011,-4.292217611948575,1.512647973575484e-05,8.844872564048202e-06,3.938,2025-09-17T17:01:09,OK,
249,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.843,2025-09-17T17:01:13,OK,
250,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.859,2025-09-17T17:01:17,OK,
251,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.806,2025-09-17T17:01:20,OK,
252,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.836,2025-09-17T17:01:24,OK,
253,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.834,2025-09-17T17:01:28,OK,
254,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.808,2025-09-17T17:01:32,OK,
255,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.814,2025-09-17T17:01:36,OK,
256,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.821,2025-09-17T17:01:40,OK,
257,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.764,2025-09-17T17:01:43,OK,
258,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.784,2025-09-17T17:01:47,OK,
259,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.818,2025-09-17T17:01:51,OK,
260,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.858,2025-09-17T17:01:55,OK,
261,50,50,6,25.252525252525253,12.62757745107011,-5.417858787002639,2.1512008198203788e-08,3.0158512303186625e-08,3.86,2025-09-17T17:01:59,OK,
262,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.797,2025-09-17T17:02:02,OK,
263,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.87,2025-09-17T17:02:06,OK,
264,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.822,2025-09-17T17:02:10,OK,
265,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.903,2025-09-17T17:02:14,OK,
266,50,50,6,25.252525252525253,12.62757745107011,-5.417858787002639,2.1512008198203788e-08,3.0158512303186625e-08,3.863,2025-09-17T17:02:18,OK,
267,50,50,0,25.252525252525253,12.62757745107011,-7.106320549583734,1.2529380692380692e-15,5.958871962462925e-13,3.856,2025-09-17T17:02:22,OK,
268,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.97,2025-09-17T17:02:26,OK,
269,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.87,2025-09-17T17:02:30,OK,
270,50,50,6,25.252525252525253,12.62757745107011,-5.417858787002639,2.1512008198203788e-08,3.0158512303186625e-08,3.856,2025-09-17T17:02:33,OK,
271,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.81,2025-09-17T17:02:37,OK,
272,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.825,2025-09-17T17:02:41,OK,
273,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.835,2025-09-17T17:02:45,OK,
274,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.909,2025-09-17T17:02:49,OK,
275,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.883,2025-09-17T17:02:53,OK,
276,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.801,2025-09-17T17:02:57,OK,
277,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.869,2025-09-17T17:03:00,OK,
278,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.817,2025-09-17T17:03:04,OK,
279,50,50,6,25.252525252525253,12.62757745107011,-5.417858787002639,2.1512008198203788e-08,3.0158512303186625e-08,3.818,2025-09-17T17:03:08,OK,
280,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.821,2025-09-17T17:03:12,OK,
281,50,50,24,25.252525252525253,12.62757745107011,-0.35247349925935323,0.4714426298566601,0.36224159469823247,3.83,2025-09-17T17:03:16,OK,
282,50,50,22,25.252525252525253,12.62757745107011,-0.9152940867863849,0.2612223762424622,0.18001863128386836,3.785,2025-09-17T17:03:20,OK,
283,50,50,6,25.252525252525253,12.62757745107011,-5.417858787002639,2.1512008198203788e-08,3.0158512303186625e-08,3.824,2025-09-17T17:03:23,OK,
284,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.811,2025-09-17T17:03:27,OK,
285,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.835,2025-09-17T17:03:31,OK,
286,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.802,2025-09-17T17:03:35,OK,
287,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.794,2025-09-17T17:03:39,OK,
288,50,50,10,25.252525252525253,12.62757745107011,-4.292217611948575,1.512647973575484e-05,8.844872564048202e-06,3.848,2025-09-17T17:03:42,OK,
289,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.838,2025-09-17T17:03:46,OK,
290,50,50,10,25.252525252525253,12.62757745107011,-4.292217611948575,1.512647973575484e-05,8.844872564048202e-06,3.867,2025-09-17T17:03:50,OK,
291,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.781,2025-09-17T17:03:54,OK,
292,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.825,2025-09-17T17:03:58,OK,
293,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.838,2025-09-17T17:04:02,OK,
294,50,50,16,25.252525252525253,12.62757745107011,-2.60375584936748,0.009034994016720109,0.0046104208364688695,3.9,2025-09-17T17:04:05,OK,
295,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.827,2025-09-17T17:04:09,OK,
296,50,50,18,25.252525252525253,12.62757745107011,-2.0409352618404486,0.037230550911905635,0.020628631154983205,3.848,2025-09-17T17:04:13,OK,
297,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.854,2025-09-17T17:04:17,OK,
298,50,50,2,25.252525252525253,12.62757745107011,-6.5434999620567025,1.5674255246168247e-12,3.004775001123545e-11,3.843,2025-09-17T17:04:21,OK,
299,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.784,2025-09-17T17:04:25,OK,
300,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.8,2025-09-17T17:04:28,OK,
301,50,50,4,25.252525252525253,12.62757745107011,-5.980679374529671,3.022725621417535e-10,1.1110443902300278e-09,3.873,2025-09-17T17:04:32,OK,
302,50,50,12,25.252525252525253,12.62757745107011,-3.7293970244215435,0.00018932910842661102,9.596926254487517e-05,3.832,2025-09-17T17:04:36,OK,
303,50,50,20,25.252525252525253,12.62757745107011,-1.4781146743134166,0.11321015686103715,0.0696885434909273,3.816,2025-09-17T17:04:40,OK,
304,50,50,14,25.252525252525253,12.62757745107011,-3.1665764368945117,0.0015714642503474698,0.0007712240156018504,3.804,2025-09-17T17:04:44,OK,
1,100,100,26,50.25125628140704,25.126269051555767,-4.838048728404721,1.0171672037773155e-06,6.555999992367936e-07,15.098,2025-09-17T17:06:20,OK,
2,100,100,28,50.25125628140704,25.126269051555767,-4.439055070322442,7.574860218111569e-06,4.5177348548172695e-06,15.449,2025-09-17T17:06:35,OK,
3,100,100,34,50.25125628140704,25.126269051555767,-3.2420740960756045,0.0010350980478647286,0.000593315830844227,15.288,2025-09-17T17:06:51,OK,
4,100,100,10,50.25125628140704,25.126269051555767,-8.029997993062953,2.0542730548600277e-17,4.873713023734399e-16,15.305,2025-09-17T17:07:06,OK,
5,100,100,18,50.25125628140704,25.126269051555767,-6.434023360733837,3.9400339397119036e-11,6.213487371345395e-11,15.566,2025-09-17T17:07:21,OK,
6,100,100,26,50.25125628140704,25.126269051555767,-4.838048728404721,1.0171672037773155e-06,6.555999992367936e-07,15.5,2025-09-17T17:07:37,OK,
7,100,100,28,50.25125628140704,25.126269051555767,-4.439055070322442,7.574860218111569e-06,4.5177348548172695e-06,15.334,2025-09-17T17:07:52,OK,
8,100,100,2,50.25125628140704,25.126269051555767,-9.62597262539207,5.572235127087837e-27,3.1058227048167763e-22,15.538,2025-09-17T17:08:08,OK,
9,100,100,26,50.25125628140704,25.126269051555767,-4.838048728404721,1.0171672037773155e-06,6.555999992367936e-07,15.688,2025-09-17T17:08:23,OK,
10,100,100,20,50.25125628140704,25.126269051555767,-6.035029702651558,7.066793806571231e-10,7.946672544993498e-10,15.32,2025-09-17T17:08:39,OK,
11,100,100,8,50.25125628140704,25.126269051555767,-8.428991651145232,2.174978867202045e-19,1.7432822845634504e-17,15.206,2025-09-17T17:08:54,OK,
12,100,100,10,50.25125628140704,25.126269051555767,-8.029997993062953,2.0542730548600277e-17,4.873713023734399e-16,15.387,2025-09-17T17:09:10,OK,
13,100,100,32,50.25125628140704,25.126269051555767,-3.6410677541578838,0.00023966029636768898,0.00013575483292689857,15.58,2025-09-17T17:09:25,OK,
14,100,100,28,50.25125628140704,25.126269051555767,-4.439055070322442,7.574860218111569e-06,4.5177348548172695e-06,15.484,2025-09-17T17:09:41,OK,
15,100,100,24,50.25125628140704,25.126269051555767,-5.237042386487,1.1183193737178298e-07,8.15851148540766e-08,15.389,2025-09-17T17:09:56,OK,
16,100,100,24,50.25125628140704,25.126269051555767,-5.237042386487,1.1183193737178298e-07,8.15851148540766e-08,15.62,2025-09-17T17:10:11,OK,
17,100,100,22,50.25125628140704,25.126269051555767,-5.636036044569279,9.950371727116057e-09,8.7004486645736e-09,15.355,2025-09-17T17:10:27,OK,
18,100,100,28,50.25125628140704,25.126269051555767,-4.439055070322442,7.574860218111569e-06,4.5177348548172695e-06,15.627,2025-09-17T17:10:42,OK,
19,100,100,16,50.25125628140704,25.126269051555767,-6.833017018816117,1.6897451557743665e-12,4.1573543613940845e-12,15.535,2025-09-17T17:10:58,OK,
20,100,100,18,50.25125628140704,25.126269051555767,-6.434023360733837,3.9400339397119036e-11,6.213487371345395e-11,15.345,2025-09-17T17:11:14,OK,
21,100,100,28,50.25125628140704,25.126269051555767,-4.439055070322442,7.574860218111569e-06,4.5177348548172695e-06,15.153,2025-09-17T17:11:29,OK,
22,100,100,20,50.25125628140704,25.126269051555767,-6.035029702651558,7.066793806571231e-10,7.946672544993498e-10,15.204,2025-09-17T17:11:44,OK,
23,100,100,20,50.25125628140704,25.126269051555767,-6.035029702651558,7.066793806571231e-10,7.946672544993498e-10,15.692,2025-09-17T17:11:59,OK,
24,100,100,24,50.25125628140704,25.126269051555767,-5.237042386487,1.1183193737178298e-07,8.15851148540766e-08,15.261,2025-09-17T17:12:15,OK,
25,100,100,38,50.25125628140704,25.126269051555767,-2.4440867799110464,0.011796250650123255,0.007260966509458581,15.331,2025-09-17T17:12:30,OK,
26,100,100,36,50.25125628140704,25.126269051555767,-2.8430804379933257,0.003785039988754494,0.0022339896281174834,15.301,2025-09-17T17:12:46,OK,
27,100,100,30,50.25125628140704,25.126269051555767,-4.040061412240163,4.6649665489730854e-05,2.671860357692188e-05,15.407,2025-09-17T17:13:01,OK,
28,100,100,22,50.25125628140704,25.126269051555767,-5.636036044569279,9.950371727116057e-09,8.7004486645736e-09,15.471,2025-09-17T17:13:16,OK,
29,100,100,14,50.25125628140704,25.126269051555767,-7.232010676898395,5.43367320425823e-14,2.379473871704485e-13,15.474,2025-09-17T17:13:32,OK,
30,100,100,26,50.25125628140704,25.126269051555767,-4.838048728404721,1.0171672037773155e-06,6.555999992367936e-07,15.476,2025-09-17T17:13:47,OK,
31,100,100,18,50.25125628140704,25.126269051555767,-6.434023360733837,3.9400339397119036e-11,6.213487371345395e-11,15.693,2025-09-17T17:14:03,OK,
32,100,100,28,50.25125628140704,25.126269051555767,-4.439055070322442,7.574860218111569e-06,4.5177348548172695e-06,15.364,2025-09-17T17:14:18,OK,
33,100,100,32,50.25125628140704,25.126269051555767,-3.6410677541578838,0.00023966029636768898,0.00013575483292689857,15.317,2025-09-17T17:14:34,OK,
34,100,100,36,50.25125628140704,25.126269051555767,-2.8430804379933257,0.003785039988754494,0.0022339896281174834,15.38,2025-09-17T17:14:49,OK,
35,100,100,10,50.25125628140704,25.126269051555767,-8.029997993062953,2.0542730548600277e-17,4.873713023734399e-16,15.548,2025-09-17T17:15:04,OK,
36,100,100,26,50.25125628140704,25.126269051555767,-4.838048728404721,1.0171672037773155e-06,6.555999992367936e-07,15.78,2025-09-17T17:15:20,OK,
37,100,100,18,50.25125628140704,25.126269051555767,-6.434023360733837,3.9400339397119036e-11,6.213487371345395e-11,15.551,2025-09-17T17:15:36,OK,
38,100,100,16,50.25125628140704,25.126269051555767,-6.833017018816117,1.6897451557743665e-12,4.1573543613940845e-12,15.364,2025-09-17T17:15:51,OK,
39,100,100,28,50.25125628140704,25.126269051555767,-4.439055070322442,7.574860218111569e-06,4.5177348548172695e-06,15.515,2025-09-17T17:16:07,OK,
40,100,100,12,50.25125628140704,25.126269051555767,-7.631004334980674,1.2677729166185138e-15,1.164659230745685e-14,15.389,2025-09-17T17:16:22,OK,
41,100,100,18,50.25125628140704,25.126269051555767,-6.434023360733837,3.9400339397119036e-11,6.213487371345395e-11,15.52,2025-09-17T17:16:38,OK,
42,100,100,22,50.25125628140704,25.126269051555767,-5.636036044569279,9.950371727116057e-09,8.7004486645736e-09,15.276,2025-09-17T17:16:53,OK,
43,100,100,28,50.25125628140704,25.126269051555767,-4.439055070322442,7.574860218111569e-06,4.5177348548172695e-06,15.522,2025-09-17T17:17:08,OK,
44,100,100,14,50.25125628140704,25.126269051555767,-7.232010676898395,5.43367320425823e-14,2.379473871704485e-13,15.799,2025-09-17T17:17:24,OK,
45,100,100,10,50.25125628140704,25.126269051555767,-8.029997993062953,2.0542730548600277e-17,4.873713023734399e-16,15.536,2025-09-17T17:17:40,OK,
46,100,100,16,50.25125628140704,25.126269051555767,-6.833017018816117,1.6897451557743665e-12,4.1573543613940845e-12,15.511,2025-09-17T17:17:55,OK,
47,100,100,28,50.25125628140704,25.126269051555767,-4.439055070322442,7.574860218111569e-06,4.5177348548172695e-06,15.536,2025-09-17T17:18:11,OK,
48,100,100,32,50.25125628140704,25.126269051555767,-3.6410677541578838,0.00023966029636768898,0.00013575483292689857,15.606,2025-09-17T17:18:26,OK,
49,100,100,14,50.25125628140704,25.126269051555767,-7.232010676898395,5.43367320425823e-14,2.379473871704485e-13,15.482,2025-09-17T17:18:42,OK,
50,100,100,16,50.25125628140704,25.126269051555767,-6.833017018816117,1.6897451557743665e-12,4.1573543613940845e-12,15.218,2025-09-17T17:18:57,OK,
51,100,100,8,50.25125628140704,25.126269051555767,-8.428991651145232,2.174978867202045e-19,1.7432822845634504e-17,15.608,2025-09-17T17:19:13,OK,
52,100,100,18,50.25125628140704,25.126269051555767,-6.434023360733837,3.9400339397119036e-11,6.213487371345395e-11,15.459,2025-09-17T17:19:28,OK,
53,100,100,22,50.25125628140704,25.126269051555767,-5.636036044569279,9.950371727116057e-09,8.7004486645736e-09,15.37,2025-09-17T17:19:44,OK,
54,100,100,32,50.25125628140704,25.126269051555767,-3.6410677541578838,0.00023966029636768898,0.00013575483292689857,15.31,2025-09-17T17:19:59,OK,
55,100,100,16,50.25125628140704,25.126269051555767,-6.833017018816117,1.6897451557743665e-12,4.1573543613940845e-12,15.475,2025-09-17T17:20:14,OK,
56,100,100,28,50.25125628140704,25.126269051555767,-4.439055070322442,7.574860218111569e-06,4.5177348548172695e-06,15.474,2025-09-17T17:20:30,OK,
57,100,100,12,50.25125628140704,25.126269051555767,-7.631004334980674,1.2677729166185138e-15,1.164659230745685e-14,15.407,2025-09-17T17:20:45,OK,
58,100,100,32,50.25125628140704,25.126269051555767,-3.6410677541578838,0.00023966029636768898,0.00013575483292689857,15.44,2025-09-17T17:21:01,OK,
59,100,100,6,50.25125628140704,25.126269051555767,-8.827985309227511,1.3741934818766986e-21,5.328902584143543e-19,15.414,2025-09-17T17:21:16,OK,
60,100,100,28,50.25125628140704,25.126269051555767,-4.439055070322442,7.574860218111569e-06,4.5177348548172695e-06,15.388,2025-09-17T17:21:32,OK,
61,100,100,16,50.25125628140704,25.126269051555767,-6.833017018816117,1.6897451557743665e-12,4.1573543613940845e-12,15.569,2025-09-17T17:21:47,OK,
62,100,100,26,50.25125628140704,25.126269051555767,-4.838048728404721,1.0171672037773155e-06,6.555999992367936e-07,15.39,2025-09-17T17:22:02,OK,
63,100,100,24,50.25125628140704,25.126269051555767,-5.237042386487,1.1183193737178298e-07,8.15851148540766e-08,15.347,2025-09-17T17:22:18,OK,
64,100,100,20,50.25125628140704,25.126269051555767,-6.035029702651558,7.066793806571231e-10,7.946672544993498e-10,15.238,2025-09-17T17:22:33,OK,
65,100,100,24,50.25125628140704,25.126269051555767,-5.237042386487,1.1183193737178298e-07,8.15851148540766e-08,15.511,2025-09-17T17:22:48,OK,
66,100,100,22,50.25125628140704,25.126269051555767,-5.636036044569279,9.950371727116057e-09,8.7004486645736e-09,15.573,2025-09-17T17:23:04,OK,
67,100,100,16,50.25125628140704,25.126269051555767,-6.833017018816117,1.6897451557743665e-12,4.1573543613940845e-12,15.368,2025-09-17T17:23:20,OK,
68,100,100,26,50.25125628140704,25.126269051555767,-4.838048728404721,1.0171672037773155e-06,6.555999992367936e-07,15.247,2025-09-17T17:23:35,OK,
69,100,100,22,50.25125628140704,25.126269051555767,-5.636036044569279,9.950371727116057e-09,8.7004486645736e-09,15.449,2025-09-17T17:23:50,OK,
70,100,100,32,50.25125628140704,25.126269051555767,-3.6410677541578838,0.00023966029636768898,0.00013575483292689857,15.767,2025-09-17T17:24:06,OK,
71,100,100,28,50.25125628140704,25.126269051555767,-4.439055070322442,7.574860218111569e-06,4.5177348548172695e-06,15.478,2025-09-17T17:24:21,OK,
72,100,100,20,50.25125628140704,25.126269051555767,-6.035029702651558,7.066793806571231e-10,7.946672544993498e-10,15.439,2025-09-17T17:24:37,OK,
73,100,100,16,50.25125628140704,25.126269051555767,-6.833017018816117,1.6897451557743665e-12,4.1573543613940845e-12,15.25,2025-09-17T17:24:52,OK,
74,100,100,4,50.25125628140704,25.126269051555767,-9.22697896730979,4.464325997753861e-24,1.3918612638569295e-20,15.575,2025-09-17T17:25:08,OK,
75,100,100,18,50.25125628140704,25.126269051555767,-6.434023360733837,3.9400339397119036e-11,6.213487371345395e-11,15.544,2025-09-17T17:25:23,OK,
76,100,100,8,50.25125628140704,25.126269051555767,-8.428991651145232,2.174978867202045e-19,1.7432822845634504e-17,15.559,2025-09-17T17:25:39,OK,
77,100,100,34,50.25125628140704,25.126269051555767,-3.2420740960756045,0.0010350980478647286,0.000593315830844227,15.37,2025-09-17T17:25:54,OK,
78,100,100,36,50.25125628140704,25.126269051555767,-2.8430804379933257,0.003785039988754494,0.0022339896281174834,15.289,2025-09-17T17:26:10,OK,
79,100,100,20,50.25125628140704,25.126269051555767,-6.035029702651558,7.066793806571231e-10,7.946672544993498e-10,15.59,2025-09-17T17:26:25,OK,
80,100,100,22,50.25125628140704,25.126269051555767,-5.636036044569279,9.950371727116057e-09,8.7004486645736e-09,15.399,2025-09-17T17:26:40,OK,
81,100,100,22,50.25125628140704,25.126269051555767,-5.636036044569279,9.950371727116057e-09,8.7004486645736e-09,15.642,2025-09-17T17:26:56,OK,
82,100,100,26,50.25125628140704,25.126269051555767,-4.838048728404721,1.0171672037773155e-06,6.555999992367936e-07,15.227,2025-09-17T17:27:11,OK,
83,100,100,32,50.25125628140704,25.126269051555767,-3.6410677541578838,0.00023966029636768898,0.00013575483292689857,15.204,2025-09-17T17:27:27,OK,
84,100,100,34,50.25125628140704,25.126269051555767,-3.2420740960756045,0.0010350980478647286,0.000593315830844227,15.726,2025-09-17T17:27:42,OK,
85,100,100,24,50.25125628140704,25.126269051555767,-5.237042386487,1.1183193737178298e-07,8.15851148540766e-08,15.774,2025-09-17T17:27:58,OK,
86,100,100,16,50.25125628140704,25.126269051555767,-6.833017018816117,1.6897451557743665e-12,4.1573543613940845e-12,15.473,2025-09-17T17:28:13,OK,
87,100,100,20,50.25125628140704,25.126269051555767,-6.035029702651558,7.066793806571231e-10,7.946672544993498e-10,15.26,2025-09-17T17:28:29,OK,
88,100,100,22,50.25125628140704,25.126269051555767,-5.636036044569279,9.950371727116057e-09,8.7004486645736e-09,15.304,2025-09-17T17:28:44,OK,
89,100,100,26,50.25125628140704,25.126269051555767,-4.838048728404721,1.0171672037773155e-06,6.555999992367936e-07,15.541,2025-09-17T17:28:59,OK,
90,100,100,24,50.25125628140704,25.126269051555767,-5.237042386487,1.1183193737178298e-07,8.15851148540766e-08,15.334,2025-09-17T17:29:15,OK,
91,100,100,26,50.25125628140704,25.126269051555767,-4.838048728404721,1.0171672037773155e-06,6.555999992367936e-07,15.525,2025-09-17T17:29:30,OK,
92,100,100,28,50.25125628140704,25.126269051555767,-4.439055070322442,7.574860218111569e-06,4.5177348548172695e-06,15.322,2025-09-17T17:29:46,OK,
93,100,100,6,50.25125628140704,25.126269051555767,-8.827985309227511,1.3741934818766986e-21,5.328902584143543e-19,15.268,2025-09-17T17:30:01,OK,
94,100,100,24,50.25125628140704,25.126269051555767,-5.237042386487,1.1183193737178298e-07,8.15851148540766e-08,15.371,2025-09-17T17:30:16,OK,
95,100,100,32,50.25125628140704,25.126269051555767,-3.6410677541578838,0.00023966029636768898,0.00013575483292689857,15.432,2025-09-17T17:30:32,OK,
96,100,100,12,50.25125628140704,25.126269051555767,-7.631004334980674,1.2677729166185138e-15,1.164659230745685e-14,15.439,2025-09-17T17:30:47,OK,
97,100,100,38,50.25125628140704,25.126269051555767,-2.4440867799110464,0.011796250650123255,0.007260966509458581,15.61,2025-09-17T17:31:03,OK,
98,100,100,18,50.25125628140704,25.126269051555767,-6.434023360733837,3.9400339397119036e-11,6.213487371345395e-11,15.379,2025-09-17T17:31:18,OK,
99,100,100,6,50.25125628140704,25.126269051555767,-8.827985309227511,1.3741934818766986e-21,5.328902584143543e-19,15.452,2025-09-17T17:31:34,OK,
100,100,100,30,50.25125628140704,25.126269051555767,-4.040061412240163,4.6649665489730854e-05,2.671860357692188e-05,15.586,2025-09-17T17:31:49,OK,
101,100,100,10,50.25125628140704,25.126269051555767,-8.029997993062953,2.0542730548600277e-17,4.873713023734399e-16,15.267,2025-09-17T17:32:05,OK,
102,100,100,30,50.25125628140704,25.126269051555767,-4.040061412240163,4.6649665489730854e-05,2.671860357692188e-05,15.401,2025-09-17T17:32:20,OK,
103,100,100,30,50.25125628140704,25.126269051555767,-4.040061412240163,4.6649665489730854e-05,2.671860357692188e-05,15.697,2025-09-17T17:32:35,OK,
104,100,100,18,50.25125628140704,25.126269051555767,-6.434023360733837,3.9400339397119036e-11,6.213487371345395e-11,15.541,2025-09-17T17:32:51,OK,
105,100,100,20,50.25125628140704,25.126269051555767,-6.035029702651558,7.066793806571231e-10,7.946672544993498e-10,15.267,2025-09-17T17:33:07,OK,
106,100,100,38,50.25125628140704,25.126269051555767,-2.4440867799110464,0.011796250650123255,0.007260966509458581,15.155,2025-09-17T17:33:22,OK,
107,100,100,22,50.25125628140704,25.126269051555767,-5.636036044569279,9.950371727116057e-09,8.7004486645736e-09,15.281,2025-09-17T17:33:37,OK,
108,100,100,20,50.25125628140704,25.126269051555767,-6.035029702651558,7.066793806571231e-10,7.946672544993498e-10,15.405,2025-09-17T17:33:52,OK,
