Locus,crossmatch500_n50,crossmatch500_n100,crossmatch500_n150,crossmatch1000_n50,crossmatch1000_n100,crossmatch1000_n150,mean_p
108,0.0001893291084266,7.06679380657123e-10,2.1891373068121547e-15,0.8566462183840093,0.2573478059183113,0.8264751653621575,0.3
109,0.0372305509119056,0.0002396602963676,5.549670323303732e-13,0.8566462183840093,0.1461831188113047,0.8975934104885139,0.64
110,0.0372305509119056,0.0002396602963676,2.1891373068121547e-15,0.2612223762424622,0.1461831188113047,0.0884747940227254,0.34
111,0.0090349940167201,3.9400339397119036e-11,4.337143986205486e-18,0.1132101568610371,0.9996482227373878,0.4836456816169032,0.26
112,0.4714426298566601,1.1183193737178298e-07,5.803165383582759e-09,0.8566462183840093,0.5596168023489051,0.6125471298438041,0.0
113,0.0001893291084266,7.574860218111569e-06,2.1891373068121547e-15,0.4714426298566601,0.2573478059183113,0.8975934104885139,0.04
114,0.2612223762424622,0.0010350980478647,7.55113285047831e-11,0.9493152643472212,0.7091103217017671,0.4836456816169032,0.68
115,0.1132101568610371,3.9400339397119036e-11,1.4537580228912626e-24,0.6900716936154259,0.5596168023489051,0.8975934104885139,0.48
116,0.0001893291084266,5.43367320425823e-14,4.337143986205486e-18,0.4714426298566601,0.9846814835689196,0.9879049020867204,0.8
117,0.0015714642503474,1.0171672037773157e-06,4.337143986205486e-18,0.0372305509119056,0.4010340770193891,0.8264751653621575,0.3
118,0.0090349940167201,1.0171672037773157e-06,7.55113285047831e-11,0.2612223762424622,0.1461831188113047,0.3564403050771985,0.0
119,1.5674255246168249e-12,4.464325997753861e-24,2.034165714854055e-38,0.4714426298566601,0.5596168023489051,0.3564403050771985,0.0
120,0.1132101568610371,4.6649665489730854e-05,4.337143986205486e-18,0.6900716936154259,0.5596168023489051,0.8975934104885139,0.62
121,0.0090349940167201,1.6897451557743665e-12,3.7815155489203834e-14,0.2612223762424622,0.9605547804174503,0.2434943083534172,0.1
122,0.1132101568610371,4.6649665489730854e-05,4.337143986205486e-18,0.4714426298566601,0.0315366953823678,0.8264751653621575,0.02
123,0.0001893291084266,9.950371727116057e-09,7.55113285047831e-11,0.6900716936154259,0.5596168023489051,0.4836456816169032,0.22
124,0.0001893291084266,7.06679380657123e-10,1.0672425798920681e-16,0.6900716936154259,0.072805917819116,0.6125471298438041,0.12
125,0.0001893291084266,3.9400339397119036e-11,3.946587227974094e-21,0.6900716936154259,0.4010340770193891,0.4836456816169032,0.0
126,0.0372305509119056,1.0171672037773157e-06,1.0672425798920681e-16,0.6900716936154259,0.9605547804174503,0.6125471298438041,0.0
127,7.547628687592056e-07,1.2677729166185138e-15,8.565678647612969e-23,0.4714426298566601,0.7091103217017671,0.7300736583970024,0.0
128,0.4714426298566601,1.1183193737178298e-07,1.0672425798920681e-16,0.1132101568610371,0.4010340770193891,0.7300736583970024,0.02
129,2.1512008198203788e-08,1.3741934818766986e-21,1.4465852510016045e-35,0.9493152643472212,0.4010340770193891,0.7300736583970024,0.0
130,0.0372305509119056,7.574860218111569e-06,1.0672425798920681e-16,0.8566462183840093,0.7091103217017671,0.7300736583970024,0.04
131,1.2529380692380692e-15,5.572235127087837e-27,2.034165714854055e-38,0.6900716936154259,0.9121372468821892,0.153278693470297,0.0
132,0.0001893291084266,3.9400339397119036e-11,8.565678647612969e-23,0.6900716936154259,0.8294573058348887,0.4836456816169032,0.5
133,0.0001893291084266,7.06679380657123e-10,2.1891373068121547e-15,0.6900716936154259,0.2573478059183113,0.4836456816169032,0.28
134,0.0090349940167201,1.0171672037773157e-06,1.791489302730929e-28,0.2612223762424622,0.0315366953823678,0.9447607606698496,0.44
135,0.0090349940167201,1.6897451557743665e-12,3.7815155489203834e-14,0.6900716936154259,0.4010340770193891,0.8264751653621575,0.0
136,1.2529380692380692e-15,1.114224180581451e-30,9.900422782015342e-46,0.2612223762424622,0.7091103217017671,0.7300736583970024,0.0
137,0.0001893291084266,0.0002396602963676,2.1891373068121547e-15,0.6900716936154259,0.5596168023489051,0.7300736583970024,0.74
138,0.0001893291084266,1.1183193737178298e-07,6.972812605535759e-12,0.6900716936154259,0.8294573058348887,0.6125471298438041,0.32
139,1.512647973575484e-05,3.9400339397119036e-11,1.4517975705766154e-19,0.0372305509119056,0.9121372468821892,0.2434943083534172,0.0
140,0.0015714642503474,1.0171672037773157e-06,3.7815155489203834e-14,0.6900716936154259,0.1461831188113047,0.2434943083534172,0.08
141,0.0372305509119056,1.0171672037773157e-06,2.1891373068121547e-15,0.4714426298566601,0.8294573058348887,0.153278693470297,0.62
142,0.1132101568610371,0.0037850399887544,4.159819683607584e-08,0.986681815138839,0.2573478059183113,0.7300736583970024,0.14
143,0.0090349940167201,0.0010350980478647,2.1891373068121547e-15,0.8566462183840093,0.9121372468821892,0.2434943083534172,0.48
144,2.1512008198203788e-08,2.0542730548600277e-17,1.2037696161728785e-30,0.8566462183840093,0.0315366953823678,0.7300736583970024,0.0
145,0.0001893291084266,1.6897451557743665e-12,3.7815155489203834e-14,0.1132101568610371,0.9121372468821892,0.3564403050771985,0.0
146,0.2612223762424622,7.574860218111569e-06,4.159819683607584e-08,0.9493152643472212,0.2573478059183113,0.8975934104885139,0.26
147,0.0372305509119056,3.9400339397119036e-11,4.337143986205486e-18,0.4714426298566601,0.4010340770193891,0.9447607606698496,0.7
148,0.0372305509119056,7.574860218111569e-06,2.1891373068121547e-15,0.9493152643472212,0.7091103217017671,0.7300736583970024,0.0
149,1.512647973575484e-05,3.9400339397119036e-11,8.565678647612969e-23,0.6900716936154259,0.2573478059183113,0.0097235777100825,0.8
150,0.1132101568610371,3.9400339397119036e-11,1.4517975705766154e-19,0.2612223762424622,0.2573478059183113,0.9728675975220928,0.0
151,1.512647973575484e-05,9.950371727116057e-09,2.1891373068121547e-15,0.9493152643472212,0.5596168023489051,0.6125471298438041,0.0
152,0.0090349940167201,3.9400339397119036e-11,3.7815155489203834e-14,0.4714426298566601,0.9121372468821892,0.153278693470297,0.0
153,0.4714426298566601,7.06679380657123e-10,5.549670323303732e-13,0.0015714642503474,0.0315366953823678,0.7300736583970024,0.0
154,1.512647973575484e-05,9.950371727116057e-09,1.4517975705766154e-19,0.4714426298566601,0.8294573058348887,0.2434943083534172,0.0
155,0.0372305509119056,7.574860218111569e-06,5.549670323303732e-13,0.8566462183840093,0.2573478059183113,0.4836456816169032,0.06
156,0.0090349940167201,3.9400339397119036e-11,3.946587227974094e-21,0.8566462183840093,0.072805917819116,0.7300736583970024,0.18
157,7.547628687592056e-07,2.174978867202045e-19,1.2037696161728785e-30,0.8566462183840093,0.7091103217017671,0.9879049020867204,0.0
158,1.512647973575484e-05,9.950371727116057e-09,3.946587227974094e-21,0.2612223762424622,0.7091103217017671,0.4836456816169032,0.0
159,0.0090349940167201,1.6897451557743665e-12,3.946587227974094e-21,0.8566462183840093,0.072805917819116,0.8264751653621575,0.98
160,0.0372305509119056,1.1183193737178298e-07,5.549670323303732e-13,0.8566462183840093,0.5596168023489051,0.7300736583970024,0.0
161,1.5674255246168249e-12,2.174978867202045e-19,2.034165714854055e-38,0.8566462183840093,0.072805917819116,0.4836456816169032,0.0
162,0.0090349940167201,1.1183193737178298e-07,3.7815155489203834e-14,0.1132101568610371,0.5596168023489051,0.8264751653621575,0.14
163,0.0090349940167201,4.6649665489730854e-05,3.7815155489203834e-14,0.2612223762424622,0.1461831188113047,0.8264751653621575,0.98
164,0.2612223762424622,3.9400339397119036e-11,4.337143986205486e-18,0.2612223762424622,0.072805917819116,0.153278693470297,0.42
165,1.512647973575484e-05,5.43367320425823e-14,1.879886123549499e-26,0.2612223762424622,0.9605547804174503,0.7300736583970024,0.0
166,1.512647973575484e-05,7.06679380657123e-10,3.946587227974094e-21,0.2612223762424622,0.8294573058348887,0.3564403050771985,0.0
167,0.0090349940167201,7.06679380657123e-10,3.946587227974094e-21,0.4714426298566601,0.8294573058348887,0.8264751653621575,0.0
168,1.512647973575484e-05,1.6897451557743665e-12,1.879886123549499e-26,0.1132101568610371,0.2573478059183113,0.2434943083534172,0.56
169,0.0001893291084266,1.2677729166185138e-15,5.363432156886097e-33,0.4714426298566601,0.2573478059183113,0.8264751653621575,0.0
170,0.0090349940167201,7.574860218111569e-06,7.55113285047831e-11,0.9493152643472212,0.5596168023489051,0.9447607606698496,0.48
171,0.0015714642503474,5.43367320425823e-14,4.337143986205486e-18,0.0372305509119056,0.5596168023489051,0.6125471298438041,0.0
172,0.0090349940167201,1.1183193737178298e-07,1.0672425798920681e-16,0.1132101568610371,0.5596168023489051,0.4836456816169032,0.0
173,0.0015714642503474,1.2677729166185138e-15,1.4537580228912626e-24,0.2612223762424622,0.8294573058348887,0.9447607606698496,0.0
174,0.0090349940167201,3.9400339397119036e-11,4.337143986205486e-18,0.986681815138839,0.7091103217017671,0.4836456816169032,0.0
175,0.0015714642503474,7.06679380657123e-10,5.549670323303732e-13,0.6900716936154259,0.4010340770193891,0.6125471298438041,0.0
176,0.4714426298566601,7.574860218111569e-06,6.972812605535759e-12,0.6900716936154259,0.4010340770193891,0.8264751653621575,0.7
177,0.0090349940167201,5.43367320425823e-14,1.4537580228912626e-24,0.1132101568610371,0.2573478059183113,0.7300736583970024,0.0
178,0.4714426298566601,1.1183193737178298e-07,2.622711602937288e-07,0.9493152643472212,0.2573478059183113,0.3564403050771985,0.0
179,0.0372305509119056,4.6649665489730854e-05,5.803165383582759e-09,0.8566462183840093,0.7091103217017671,0.3564403050771985,0.0
180,0.0001893291084266,4.6649665489730854e-05,1.4517975705766154e-19,0.8566462183840093,0.7091103217017671,0.8975934104885139,0.0
181,0.0001893291084266,1.6897451557743665e-12,5.549670323303732e-13,0.6900716936154259,0.7091103217017671,0.4836456816169032,0.0
182,0.0001893291084266,7.06679380657123e-10,3.946587227974094e-21,0.4714426298566601,0.9846814835689196,0.9879049020867204,0.36
183,1.512647973575484e-05,1.1183193737178298e-07,5.803165383582759e-09,0.1132101568610371,0.4010340770193891,0.3564403050771985,1.0
184,1.512647973575484e-05,2.174978867202045e-19,1.791489302730929e-28,0.6900716936154259,0.2573478059183113,0.9951213064246016,0.0
185,0.1132101568610371,7.574860218111569e-06,5.803165383582759e-09,0.8566462183840093,0.7091103217017671,0.3564403050771985,0.0
186,0.0015714642503474,7.06679380657123e-10,1.4537580228912626e-24,0.6900716936154259,0.5596168023489051,0.7300736583970024,0.06
187,0.0090349940167201,3.9400339397119036e-11,1.4537580228912626e-24,0.2612223762424622,0.8294573058348887,0.153278693470297,0.0
188,0.0015714642503474,1.0171672037773157e-06,5.803165383582759e-09,0.9493152643472212,0.9121372468821892,0.6125471298438041,0.84
189,0.2612223762424622,1.0171672037773157e-06,7.55113285047831e-11,0.4714426298566601,0.7091103217017671,0.9728675975220928,0.96
190,0.0090349940167201,4.6649665489730854e-05,6.972812605535759e-12,0.8566462183840093,0.5596168023489051,0.9728675975220928,0.0
191,0.0090349940167201,1.1183193737178298e-07,4.159819683607584e-08,0.986681815138839,0.4010340770193891,0.2434943083534172,0.0
192,0.0090349940167201,1.1183193737178298e-07,7.090295024924208e-10,0.4714426298566601,0.8294573058348887,0.6125471298438041,0.02
193,0.0015714642503474,3.9400339397119036e-11,1.4517975705766154e-19,0.6900716936154259,0.5596168023489051,0.8264751653621575,0.02
194,0.0001893291084266,1.0171672037773157e-06,3.946587227974094e-21,0.4714426298566601,0.8294573058348887,0.9879049020867204,0.0
195,0.0090349940167201,5.43367320425823e-14,4.337143986205486e-18,0.0372305509119056,0.0117962506501232,0.4836456816169032,0.0
196,0.0372305509119056,1.1183193737178298e-07,2.1891373068121547e-15,0.2612223762424622,0.5596168023489051,0.2434943083534172,0.0
197,1.512647973575484e-05,2.0542730548600277e-17,3.946587227974094e-21,0.4714426298566601,0.0315366953823678,0.8975934104885139,0.0
198,7.547628687592056e-07,7.06679380657123e-10,3.946587227974094e-21,0.9493152643472212,0.7091103217017671,0.9447607606698496,0.36
199,0.0015714642503474,0.0117962506501232,1.4600882701537232e-06,0.4714426298566601,0.9605547804174503,0.8975934104885139,0.0
200,0.0015714642503474,5.43367320425823e-14,1.4537580228912626e-24,0.1132101568610371,0.4010340770193891,0.8264751653621575,0.0
201,0.0015714642503474,9.950371727116057e-09,1.0672425798920681e-16,0.4714426298566601,0.8294573058348887,0.4836456816169032,0.4
202,0.0015714642503474,1.1183193737178298e-07,4.337143986205486e-18,0.6900716936154259,0.9121372468821892,0.8975934104885139,0.04
203,1.5674255246168249e-12,1.2677729166185138e-15,1.4537580228912626e-24,0.4714426298566601,0.7091103217017671,0.4836456816169032,0.0
204,0.1132101568610371,0.0002396602963676,5.549670323303732e-13,0.0372305509119056,0.9605547804174503,0.3564403050771985,0.02
205,0.0372305509119056,9.950371727116057e-09,2.1891373068121547e-15,0.1132101568610371,0.9948884441829732,0.4836456816169032,0.0
206,0.1132101568610371,1.1183193737178298e-07,3.7815155489203834e-14,0.6900716936154259,0.072805917819116,0.3564403050771985,0.0
207,0.0372305509119056,1.0171672037773157e-06,5.549670323303732e-13,0.8566462183840093,0.5596168023489051,0.2434943083534172,0.0
208,0.0015714642503474,7.06679380657123e-10,8.565678647612969e-23,0.9493152643472212,0.9121372468821892,0.7300736583970024,0.0
209,0.2612223762424622,9.950371727116057e-09,3.7815155489203834e-14,0.8566462183840093,0.7091103217017671,0.3564403050771985,0.0
210,0.1132101568610371,7.06679380657123e-10,3.7815155489203834e-14,0.4714426298566601,0.4010340770193891,0.6125471298438041,0.62
211,7.547628687592056e-07,5.43367320425823e-14,3.946587227974094e-21,0.6900716936154259,0.1461831188113047,0.9728675975220928,0.0
212,0.0001893291084266,5.43367320425823e-14,1.0672425798920681e-16,0.2612223762424622,0.1461831188113047,0.8264751653621575,0.32
213,0.0015714642503474,9.950371727116057e-09,8.565678647612969e-23,0.2612223762424622,0.8294573058348887,0.4836456816169032,0.0
